date_dt,date,dia_semana,faturamento_diario
2022-11-24,2022-11-24,Quinta-feira,73774.85
2022-11-25,2022-11-25,Sexta-feira,231565.7
2022-11-26,2022-11-26,Sábado,92188.11
2022-11-27,2022-11-27,Domingo,98819.70999999999
2022-11-28,2022-11-28,Segunda-feira,176150.28
2022-11-29,2022-11-29,Terça-feira,226113.83000000002
2022-11-30,2022-11-30,Quarta-feira,146902.38
2022-12-01,2022-12-01,Quinta-feira,163943.68
2022-12-02,2022-12-02,Sexta-feira,242405.69
2022-12-03,2022-12-03,Sábado,150442.96
2022-12-04,2022-12-04,Domingo,211723.50999999998
2022-12-05,2022-12-05,Segunda-feira,258673.09
2022-12-06,2022-12-06,Terça-feira,219178.91
2022-12-07,2022-12-07,Quarta-feira,235261.65
2022-12-08,2022-12-08,Quinta-feira,200435.23
2022-12-09,2022-12-09,Sexta-feira,233537.13
2022-12-10,2022-12-10,Sábado,115521.40000000001
2022-12-11,2022-12-11,Domingo,285913.75
2022-12-12,2022-12-12,Segunda-feira,147735.27000000002
2022-12-13,2022-12-13,Terça-feira,175095.13
2022-12-14,2022-12-14,Quarta-feira,203377.51
2022-12-15,2022-12-15,Quinta-feira,362218.62
2022-12-16,2022-12-16,Sexta-feira,201659.29
2022-12-17,2022-12-17,Sábado,239295.3
2022-12-18,2022-12-18,Domingo,192366.1
2022-12-19,2022-12-19,Segunda-feira,352085.83
2022-12-20,2022-12-20,Terça-feira,167420.71000000002
2022-12-21,2022-12-21,Quarta-feira,126783.72
2022-12-22,2022-12-22,Quinta-feira,197160.28999999998
2022-12-23,2022-12-23,Sexta-feira,298406.64
2022-12-24,2022-12-24,Sábado,229865.51
2022-12-25,2022-12-25,Domingo,162580.40000000002
2022-12-26,2022-12-26,Segunda-feira,257481.62
2022-12-27,2022-12-27,Terça-feira,368957.04
2022-12-28,2022-12-28,Quarta-feira,93790.45
2022-12-29,2022-12-29,Quinta-feira,183867.06
2022-12-30,2022-12-30,Sexta-feira,277362.72000000003
2022-12-31,2022-12-31,Sábado,155127.09
2023-01-01,2023-01-01,Domingo,274936.05
2023-01-02,2023-01-02,Segunda-feira,108421.06
2023-01-03,2023-01-03,Terça-feira,274377.5
2023-01-04,2023-01-04,Quarta-feira,294462.86
2023-01-05,2023-01-05,Quinta-feira,222237.68
2023-01-06,2023-01-06,Sexta-feira,352942.89
2023-01-07,2023-01-07,Sábado,316677.26
2023-01-08,2023-01-08,Domingo,470950.33
2023-01-09,2023-01-09,Segunda-feira,217990.95
2023-01-10,2023-01-10,Terça-feira,386325.74
2023-01-11,2023-01-11,Quarta-feira,305795.55
2023-01-12,2023-01-12,Quinta-feira,156316.16999999998
2023-01-13,2023-01-13,Sexta-feira,146150.09
2023-01-14,2023-01-14,Sábado,156810.47999999998
2023-01-15,2023-01-15,Domingo,282673.62
2023-01-16,2023-01-16,Segunda-feira,293901.14
2023-01-17,2023-01-17,Terça-feira,12872.91
2023-01-18,2023-01-18,Quarta-feira,413621.7
2023-01-19,2023-01-19,Quinta-feira,201789.28
2023-01-20,2023-01-20,Sexta-feira,336650.74
2023-01-21,2023-01-21,Sábado,348407.51
2023-01-22,2023-01-22,Domingo,222735.34
2023-01-23,2023-01-23,Segunda-feira,183446.93
2023-01-24,2023-01-24,Terça-feira,148481.79
2023-01-25,2023-01-25,Quarta-feira,329407.14
2023-01-26,2023-01-26,Quinta-feira,289516.14
2023-01-27,2023-01-27,Sexta-feira,197303.24
2023-01-28,2023-01-28,Sábado,70692.84
2023-01-29,2023-01-29,Domingo,411398.74
2023-01-30,2023-01-30,Segunda-feira,198430.79
2023-01-31,2023-01-31,Terça-feira,171349.69
2023-02-01,2023-02-01,Quarta-feira,211190.97
2023-02-02,2023-02-02,Quinta-feira,267156.87
2023-02-03,2023-02-03,Sexta-feira,345941.93
2023-02-04,2023-02-04,Sábado,135565.49
2023-02-05,2023-02-05,Domingo,326546.21
2023-02-06,2023-02-06,Segunda-feira,277993.4
2023-02-07,2023-02-07,Terça-feira,79901.76000000001
2023-02-08,2023-02-08,Quarta-feira,210520.27
2023-02-09,2023-02-09,Quinta-feira,221886.55000000002
2023-02-10,2023-02-10,Sexta-feira,284829.58
2023-02-11,2023-02-11,Sábado,226291.16
2023-02-12,2023-02-12,Domingo,87338.68
2023-02-13,2023-02-13,Segunda-feira,337054.56
2023-02-14,2023-02-14,Terça-feira,84609.9
2023-02-15,2023-02-15,Quarta-feira,263922.92
2023-02-16,2023-02-16,Quinta-feira,159066.83000000002
2023-02-17,2023-02-17,Sexta-feira,190493.08
2023-02-18,2023-02-18,Sábado,56901.96
2023-02-19,2023-02-19,Domingo,222735.15
2023-02-20,2023-02-20,Segunda-feira,454891.93
2023-02-21,2023-02-21,Terça-feira,316979.71
2023-02-22,2023-02-22,Quarta-feira,246961.5
2023-02-23,2023-02-23,Quinta-feira,233539.02
2023-02-24,2023-02-24,Sexta-feira,173483.5
2023-02-25,2023-02-25,Sábado,384337.53
2023-02-26,2023-02-26,Domingo,255607.56
2023-02-27,2023-02-27,Segunda-feira,256377.38
2023-02-28,2023-02-28,Terça-feira,358069.14
2023-03-01,2023-03-01,Quarta-feira,47164.92
2023-03-02,2023-03-02,Quinta-feira,145589.11
2023-03-03,2023-03-03,Sexta-feira,228944.19
2023-03-04,2023-03-04,Sábado,202632.39
2023-03-05,2023-03-05,Domingo,149965.11
2023-03-06,2023-03-06,Segunda-feira,163400.96
2023-03-07,2023-03-07,Terça-feira,207801.71
2023-03-08,2023-03-08,Quarta-feira,227960.91999999998
2023-03-09,2023-03-09,Quinta-feira,194495.35
2023-03-10,2023-03-10,Sexta-feira,327280.28
2023-03-11,2023-03-11,Sábado,161078.16
2023-03-12,2023-03-12,Domingo,364149.12
2023-03-13,2023-03-13,Segunda-feira,23217.43
2023-03-14,2023-03-14,Terça-feira,158437.38
2023-03-15,2023-03-15,Quarta-feira,201294.84999999998
2023-03-16,2023-03-16,Quinta-feira,781.99
2023-03-17,2023-03-17,Sexta-feira,166698.62
2023-03-18,2023-03-18,Sábado,63364.81
2023-03-19,2023-03-19,Domingo,245644.69
2023-03-20,2023-03-20,Segunda-feira,89280.33
2023-03-21,2023-03-21,Terça-feira,122798.54
2023-03-22,2023-03-22,Quarta-feira,190943.46
2023-03-23,2023-03-23,Quinta-feira,164850.26
2023-03-24,2023-03-24,Sexta-feira,277514.22
2023-03-25,2023-03-25,Sábado,187197.34
2023-03-26,2023-03-26,Domingo,201469.12
2023-03-27,2023-03-27,Segunda-feira,63695.7
2023-03-28,2023-03-28,Terça-feira,243503.14
2023-03-29,2023-03-29,Quarta-feira,56653.479999999996
2023-03-30,2023-03-30,Quinta-feira,168924.28
2023-03-31,2023-03-31,Sexta-feira,176946.16
2023-04-01,2023-04-01,Sábado,223724.44
2023-04-02,2023-04-02,Domingo,215488.79
2023-04-03,2023-04-03,Segunda-feira,269676.48
2023-04-04,2023-04-04,Terça-feira,295771.54
2023-04-05,2023-04-05,Quarta-feira,89902.49
2023-04-06,2023-04-06,Quinta-feira,28825.75
2023-04-07,2023-04-07,Sexta-feira,35283.49
2023-04-08,2023-04-08,Sábado,61610.990000000005
2023-04-09,2023-04-09,Domingo,125677.53
2023-04-10,2023-04-10,Segunda-feira,50671.26
2023-04-11,2023-04-11,Terça-feira,251406.4
2023-04-12,2023-04-12,Quarta-feira,42443.99
2023-04-13,2023-04-13,Quinta-feira,215505.57
2023-04-14,2023-04-14,Sexta-feira,82299.79000000001
2023-04-15,2023-04-15,Sábado,253530.17
2023-04-16,2023-04-16,Domingo,107046.09
2023-04-17,2023-04-17,Segunda-feira,296656.92
2023-04-18,2023-04-18,Terça-feira,151075.67
2023-04-19,2023-04-19,Quarta-feira,149559.55
2023-04-20,2023-04-20,Quinta-feira,272410.41
2023-04-21,2023-04-21,Sexta-feira,77050.81999999999
2023-04-22,2023-04-22,Sábado,165482.88
2023-04-23,2023-04-23,Domingo,117987.52
2023-04-24,2023-04-24,Segunda-feira,1541.46
2023-04-25,2023-04-25,Terça-feira,194494.1
2023-04-26,2023-04-26,Quarta-feira,221519.59
2023-04-27,2023-04-27,Quinta-feira,239153.71
2023-04-28,2023-04-28,Sexta-feira,184497.95
2023-04-29,2023-04-29,Sábado,157397.27
2023-04-30,2023-04-30,Domingo,109669.88
2023-05-01,2023-05-01,Segunda-feira,134756.52000000002
2023-05-02,2023-05-02,Terça-feira,147236.43
2023-05-03,2023-05-03,Quarta-feira,114631.64
2023-05-04,2023-05-04,Quinta-feira,130034.66
2023-05-05,2023-05-05,Sexta-feira,57096.61
2023-05-06,2023-05-06,Sábado,0.0
2023-05-07,2023-05-07,Domingo,56137.73
2023-05-08,2023-05-08,Segunda-feira,92899.26999999999
2023-05-09,2023-05-09,Terça-feira,0.0
2023-05-10,2023-05-10,Quarta-feira,105787.76999999999
2023-05-11,2023-05-11,Quinta-feira,74819.64
2023-05-12,2023-05-12,Sexta-feira,147459.69999999998
2023-05-13,2023-05-13,Sábado,201982.85
2023-05-14,2023-05-14,Domingo,72605.75
2023-05-15,2023-05-15,Segunda-feira,70153.61
2023-05-16,2023-05-16,Terça-feira,19297.870000000003
2023-05-17,2023-05-17,Quarta-feira,166966.11
2023-05-18,2023-05-18,Quinta-feira,165577.54
2023-05-19,2023-05-19,Sexta-feira,83741.01
2023-05-20,2023-05-20,Sábado,161427.01
2023-05-21,2023-05-21,Domingo,124656.93
2023-05-22,2023-05-22,Segunda-feira,107974.57
2023-05-23,2023-05-23,Terça-feira,86817.97
2023-05-24,2023-05-24,Quarta-feira,49820.03
2023-05-25,2023-05-25,Quinta-feira,63008.63
2023-05-26,2023-05-26,Sexta-feira,167761.68
2023-05-27,2023-05-27,Sábado,126710.01999999999
2023-05-28,2023-05-28,Domingo,53131.36
2023-05-29,2023-05-29,Segunda-feira,60202.78
2023-05-30,2023-05-30,Terça-feira,54707.729999999996
2023-05-31,2023-05-31,Quarta-feira,41400.590000000004
2023-06-01,2023-06-01,Quinta-feira,0.0
2023-06-02,2023-06-02,Sexta-feira,95835.7
2023-06-03,2023-06-03,Sábado,0.0
2023-06-04,2023-06-04,Domingo,128691.51000000001
2023-06-05,2023-06-05,Segunda-feira,175609.97
2023-06-06,2023-06-06,Terça-feira,12264.18
2023-06-07,2023-06-07,Quarta-feira,152046.57
2023-06-08,2023-06-08,Quinta-feira,59299.61
2023-06-09,2023-06-09,Sexta-feira,24676.06
2023-06-10,2023-06-10,Sábado,26943.59
2023-06-11,2023-06-11,Domingo,0.0
2023-06-12,2023-06-12,Segunda-feira,65788.39
2023-06-13,2023-06-13,Terça-feira,133763.72
2023-06-14,2023-06-14,Quarta-feira,46350.83
2023-06-15,2023-06-15,Quinta-feira,199925.45
2023-06-16,2023-06-16,Sexta-feira,266241.24
2023-06-17,2023-06-17,Sábado,41422.69
2023-06-18,2023-06-18,Domingo,28667.559999999998
2023-06-19,2023-06-19,Segunda-feira,89512.57
2023-06-20,2023-06-20,Terça-feira,32286.3
2023-06-21,2023-06-21,Quarta-feira,90198.92
2023-06-22,2023-06-22,Quinta-feira,96129.43
2023-06-23,2023-06-23,Sexta-feira,89689.13
2023-06-24,2023-06-24,Sábado,72431.89
2023-06-25,2023-06-25,Domingo,59035.17
2023-06-26,2023-06-26,Segunda-feira,106492.47
2023-06-27,2023-06-27,Terça-feira,64726.05
2023-06-28,2023-06-28,Quarta-feira,291438.86
2023-06-29,2023-06-29,Quinta-feira,9011.8
2023-06-30,2023-06-30,Sexta-feira,132376.13
2023-07-01,2023-07-01,Sábado,1258.23
2023-07-02,2023-07-02,Domingo,70528.68
2023-07-03,2023-07-03,Segunda-feira,12876.43
2023-07-04,2023-07-04,Terça-feira,66910.13
2023-07-05,2023-07-05,Quarta-feira,139107.71
2023-07-06,2023-07-06,Quinta-feira,0.0
2023-07-07,2023-07-07,Sexta-feira,46985.310000000005
2023-07-08,2023-07-08,Sábado,38721.69
2023-07-09,2023-07-09,Domingo,89693.02
2023-07-10,2023-07-10,Segunda-feira,29246.440000000002
2023-07-11,2023-07-11,Terça-feira,116412.52
2023-07-12,2023-07-12,Quarta-feira,27841.38
2023-07-13,2023-07-13,Quinta-feira,0.0
2023-07-14,2023-07-14,Sexta-feira,243017.58
2023-07-15,2023-07-15,Sábado,0.0
2023-07-16,2023-07-16,Domingo,46742.84
2023-07-17,2023-07-17,Segunda-feira,62979.23
2023-07-18,2023-07-18,Terça-feira,0.0
2023-07-19,2023-07-19,Quarta-feira,134379.58000000002
2023-07-20,2023-07-20,Quinta-feira,80962.12
2023-07-21,2023-07-21,Sexta-feira,163216.13999999998
2023-07-22,2023-07-22,Sábado,34509.17
2023-07-23,2023-07-23,Domingo,84525.39000000001
2023-07-24,2023-07-24,Segunda-feira,62465.04
2023-07-25,2023-07-25,Terça-feira,104428.83
2023-07-26,2023-07-26,Quarta-feira,78513.88
2023-07-27,2023-07-27,Quinta-feira,61778.02
2023-07-28,2023-07-28,Sexta-feira,144882.50999999998
2023-07-29,2023-07-29,Sábado,71839.69
2023-07-30,2023-07-30,Domingo,118290.9
2023-07-31,2023-07-31,Segunda-feira,93668.75
2023-08-01,2023-08-01,Terça-feira,147820.03999999998
2023-08-02,2023-08-02,Quarta-feira,47919.06
2023-08-03,2023-08-03,Quinta-feira,0.0
2023-08-04,2023-08-04,Sexta-feira,30991.829999999998
2023-08-05,2023-08-05,Sábado,51801.75
2023-08-06,2023-08-06,Domingo,73766.34
2023-08-07,2023-08-07,Segunda-feira,66081.42
2023-08-08,2023-08-08,Terça-feira,23404.24
2023-08-09,2023-08-09,Quarta-feira,56595.89
2023-08-10,2023-08-10,Quinta-feira,61885.9
2023-08-11,2023-08-11,Sexta-feira,42611.74
2023-08-12,2023-08-12,Sábado,95512.20999999999
2023-08-13,2023-08-13,Domingo,112525.73000000001
2023-08-14,2023-08-14,Segunda-feira,100618.87
2023-08-15,2023-08-15,Terça-feira,17566.87
2023-08-16,2023-08-16,Quarta-feira,85001.95
2023-08-17,2023-08-17,Quinta-feira,33172.26
2023-08-18,2023-08-18,Sexta-feira,80375.37
2023-08-19,2023-08-19,Sábado,28123.51
2023-08-20,2023-08-20,Domingo,51178.020000000004
2023-08-21,2023-08-21,Segunda-feira,162095.18
2023-08-22,2023-08-22,Terça-feira,196037.76
2023-08-23,2023-08-23,Quarta-feira,23523.65
2023-08-24,2023-08-24,Quinta-feira,56728.990000000005
2023-08-25,2023-08-25,Sexta-feira,28687.82
2023-08-26,2023-08-26,Sábado,89576.95999999999
2023-08-27,2023-08-27,Domingo,11568.829999999998
2023-08-28,2023-08-28,Segunda-feira,109364.89
2023-08-29,2023-08-29,Terça-feira,96664.37
2023-08-30,2023-08-30,Quarta-feira,41730.17
2023-08-31,2023-08-31,Quinta-feira,75579.75
2023-09-01,2023-09-01,Sexta-feira,192034.46
2023-09-02,2023-09-02,Sábado,56711.11
2023-09-03,2023-09-03,Domingo,144774.88999999998
2023-09-04,2023-09-04,Segunda-feira,38308.5
2023-09-05,2023-09-05,Terça-feira,135675.86
2023-09-06,2023-09-06,Quarta-feira,94151.06
2023-09-07,2023-09-07,Quinta-feira,226731.81
2023-09-08,2023-09-08,Sexta-feira,184352.83000000002
2023-09-09,2023-09-09,Sábado,73709.27
2023-09-10,2023-09-10,Domingo,24145.39
2023-09-11,2023-09-11,Segunda-feira,211755.47999999998
2023-09-12,2023-09-12,Terça-feira,53320.28
2023-09-13,2023-09-13,Quarta-feira,297721.9
2023-09-14,2023-09-14,Quinta-feira,109463.63
2023-09-15,2023-09-15,Sexta-feira,144591.27000000002
2023-09-16,2023-09-16,Sábado,138879.61
2023-09-17,2023-09-17,Domingo,167157.24
2023-09-18,2023-09-18,Segunda-feira,244242.03
2023-09-19,2023-09-19,Terça-feira,60618.8
2023-09-20,2023-09-20,Quarta-feira,41924.1
2023-09-21,2023-09-21,Quinta-feira,18477.71
2023-09-22,2023-09-22,Sexta-feira,93628.32
2023-09-23,2023-09-23,Sábado,74623.83
2023-09-24,2023-09-24,Domingo,61584.82
2023-09-25,2023-09-25,Segunda-feira,0.0
2023-09-26,2023-09-26,Terça-feira,24392.8
2023-09-27,2023-09-27,Quarta-feira,124788.73999999999
2023-09-28,2023-09-28,Quinta-feira,131961.9
2023-09-29,2023-09-29,Sexta-feira,32613.45
2023-09-30,2023-09-30,Sábado,110009.45999999999
2023-10-01,2023-10-01,Domingo,174643.84
2023-10-02,2023-10-02,Segunda-feira,55286.380000000005
2023-10-03,2023-10-03,Terça-feira,151177.04
2023-10-04,2023-10-04,Quarta-feira,274595.98
2023-10-05,2023-10-05,Quinta-feira,183000.96
2023-10-06,2023-10-06,Sexta-feira,174255.8
2023-10-07,2023-10-07,Sábado,248885.51
2023-10-08,2023-10-08,Domingo,193693.64
2023-10-09,2023-10-09,Segunda-feira,134230.4
2023-10-10,2023-10-10,Terça-feira,102253.81
2023-10-11,2023-10-11,Quarta-feira,151934.78999999998
2023-10-12,2023-10-12,Quinta-feira,143863.1
2023-10-13,2023-10-13,Sexta-feira,119787.88
2023-10-14,2023-10-14,Sábado,137663.86
2023-10-15,2023-10-15,Domingo,143142.91
2023-10-16,2023-10-16,Segunda-feira,232190.28
2023-10-17,2023-10-17,Terça-feira,116423.42
2023-10-18,2023-10-18,Quarta-feira,246451.59
2023-10-19,2023-10-19,Quinta-feira,299997.85
2023-10-20,2023-10-20,Sexta-feira,192991.28
2023-10-21,2023-10-21,Sábado,172578.48
2023-10-22,2023-10-22,Domingo,184800.85
2023-10-23,2023-10-23,Segunda-feira,221640.79
2023-10-24,2023-10-24,Terça-feira,154533.86
2023-10-25,2023-10-25,Quarta-feira,107584.06
2023-10-26,2023-10-26,Quinta-feira,116311.31
2023-10-27,2023-10-27,Sexta-feira,154210.04
2023-10-28,2023-10-28,Sábado,299685.01
2023-10-29,2023-10-29,Domingo,108358.05
2023-10-30,2023-10-30,Segunda-feira,225578.78
2023-10-31,2023-10-31,Terça-feira,143177.78
2023-11-01,2023-11-01,Quarta-feira,87466.43
2023-11-02,2023-11-02,Quinta-feira,481744.64
2023-11-03,2023-11-03,Sexta-feira,123200.06
2023-11-04,2023-11-04,Sábado,33257.47
2023-11-05,2023-11-05,Domingo,235991.26
2023-11-06,2023-11-06,Segunda-feira,100598.06
2023-11-07,2023-11-07,Terça-feira,266212.9
2023-11-08,2023-11-08,Quarta-feira,158002.03
2023-11-09,2023-11-09,Quinta-feira,135666.03999999998
2023-11-10,2023-11-10,Sexta-feira,255426.55
2023-11-11,2023-11-11,Sábado,411875.17
2023-11-12,2023-11-12,Domingo,185582.3
2023-11-13,2023-11-13,Segunda-feira,294860.79
2023-11-14,2023-11-14,Terça-feira,228196.1
2023-11-15,2023-11-15,Quarta-feira,118195.16
2023-11-16,2023-11-16,Quinta-feira,154835.91
2023-11-17,2023-11-17,Sexta-feira,195660.52000000002
2023-11-18,2023-11-18,Sábado,190970.93
2023-11-19,2023-11-19,Domingo,217574.4
2023-11-20,2023-11-20,Segunda-feira,229865.04
2023-11-21,2023-11-21,Terça-feira,175974.44
2023-11-22,2023-11-22,Quarta-feira,321799.81
2023-11-23,2023-11-23,Quinta-feira,157494.51
2023-11-24,2023-11-24,Sexta-feira,184086.65000000002
2023-11-25,2023-11-25,Sábado,327477.95
2023-11-26,2023-11-26,Domingo,189007.01
2023-11-27,2023-11-27,Segunda-feira,251610.33
2023-11-28,2023-11-28,Terça-feira,85909.26
2023-11-29,2023-11-29,Quarta-feira,136890.76
2023-11-30,2023-11-30,Quinta-feira,87040.67
2023-12-01,2023-12-01,Sexta-feira,164690.51
2023-12-02,2023-12-02,Sábado,377887.5
2023-12-03,2023-12-03,Domingo,376408.62
2023-12-04,2023-12-04,Segunda-feira,202935.57
2023-12-05,2023-12-05,Terça-feira,171526.36
2023-12-06,2023-12-06,Quarta-feira,232479.06
2023-12-07,2023-12-07,Quinta-feira,192489.26
2023-12-08,2023-12-08,Sexta-feira,246755.57
2023-12-09,2023-12-09,Sábado,120898.09
2023-12-10,2023-12-10,Domingo,290864.08
2023-12-11,2023-12-11,Segunda-feira,268866.97
2023-12-12,2023-12-12,Terça-feira,266165.45
2023-12-13,2023-12-13,Quarta-feira,239934.54
2023-12-14,2023-12-14,Quinta-feira,380800.46
2023-12-15,2023-12-15,Sexta-feira,181846.86000000002
2023-12-16,2023-12-16,Sábado,223596.72
2023-12-17,2023-12-17,Domingo,232586.61
2023-12-18,2023-12-18,Segunda-feira,204115.8
2023-12-19,2023-12-19,Terça-feira,205427.38
2023-12-20,2023-12-20,Quarta-feira,252083.86
2023-12-21,2023-12-21,Quinta-feira,387936.45
2023-12-22,2023-12-22,Sexta-feira,212786.61000000002
2023-12-23,2023-12-23,Sábado,165384.66999999998
2023-12-24,2023-12-24,Domingo,228653.2
2023-12-25,2023-12-25,Segunda-feira,276370.99
2023-12-26,2023-12-26,Terça-feira,223265.35
2023-12-27,2023-12-27,Quarta-feira,272877.29
2023-12-28,2023-12-28,Quinta-feira,308152.85
2023-12-29,2023-12-29,Sexta-feira,242182.85
2023-12-30,2023-12-30,Sábado,125311.19
2023-12-31,2023-12-31,Domingo,180673.61
2024-01-01,2024-01-01,Segunda-feira,358668.5
2024-01-02,2024-01-02,Terça-feira,185046.15
2024-01-03,2024-01-03,Quarta-feira,680900.69
2024-01-04,2024-01-04,Quinta-feira,228369.76
2024-01-05,2024-01-05,Sexta-feira,200421.38999999998
2024-01-06,2024-01-06,Sábado,360559.07
2024-01-07,2024-01-07,Domingo,266962.61
2024-01-08,2024-01-08,Segunda-feira,276479.45
2024-01-09,2024-01-09,Terça-feira,375425.39
2024-01-10,2024-01-10,Quarta-feira,305307.63
2024-01-11,2024-01-11,Quinta-feira,301734.66
2024-01-12,2024-01-12,Sexta-feira,292908.47000000003
2024-01-13,2024-01-13,Sábado,355694.02
2024-01-14,2024-01-14,Domingo,285974.78
2024-01-15,2024-01-15,Segunda-feira,210977.07
2024-01-16,2024-01-16,Terça-feira,391481.83999999997
2024-01-17,2024-01-17,Quarta-feira,149295.79
2024-01-18,2024-01-18,Quinta-feira,418920.91
2024-01-19,2024-01-19,Sexta-feira,426405.51
2024-01-20,2024-01-20,Sábado,312553.03
2024-01-21,2024-01-21,Domingo,266448.96
2024-01-22,2024-01-22,Segunda-feira,216122.26
2024-01-23,2024-01-23,Terça-feira,335834.58999999997
2024-01-24,2024-01-24,Quarta-feira,224320.72
2024-01-25,2024-01-25,Quinta-feira,134258.86
2024-01-26,2024-01-26,Sexta-feira,228900.44
2024-01-27,2024-01-27,Sábado,230325.91
2024-01-28,2024-01-28,Domingo,113895.22
2024-01-29,2024-01-29,Segunda-feira,226726.08000000002
2024-01-30,2024-01-30,Terça-feira,316256.38
2024-01-31,2024-01-31,Quarta-feira,471465.34
2024-02-01,2024-02-01,Quinta-feira,140288.41
2024-02-02,2024-02-02,Sexta-feira,298777.14
2024-02-03,2024-02-03,Sábado,166417.87
2024-02-04,2024-02-04,Domingo,240905.8
2024-02-05,2024-02-05,Segunda-feira,149593.74
2024-02-06,2024-02-06,Terça-feira,333229.20999999996
2024-02-07,2024-02-07,Quarta-feira,289032.32
2024-02-08,2024-02-08,Quinta-feira,225134.61000000002
2024-02-09,2024-02-09,Sexta-feira,248034.11
2024-02-10,2024-02-10,Sábado,232890.79
2024-02-11,2024-02-11,Domingo,191288.61000000002
2024-02-12,2024-02-12,Segunda-feira,300075.54
2024-02-13,2024-02-13,Terça-feira,55990.369999999995
2024-02-14,2024-02-14,Quarta-feira,391099.77
2024-02-15,2024-02-15,Quinta-feira,457278.45
2024-02-16,2024-02-16,Sexta-feira,135809.67
2024-02-17,2024-02-17,Sábado,389720.56
2024-02-18,2024-02-18,Domingo,323159.91
2024-02-19,2024-02-19,Segunda-feira,283538.71
2024-02-20,2024-02-20,Terça-feira,175817.34
2024-02-21,2024-02-21,Quarta-feira,550153.9
2024-02-22,2024-02-22,Quinta-feira,231606.15
2024-02-23,2024-02-23,Sexta-feira,238189.31
2024-02-24,2024-02-24,Sábado,400960.27
2024-02-25,2024-02-25,Domingo,159718.34
2024-02-26,2024-02-26,Segunda-feira,136817.07
2024-02-27,2024-02-27,Terça-feira,242058.92
2024-02-28,2024-02-28,Quarta-feira,261873.37
2024-02-29,2024-02-29,Quinta-feira,415088.51
2024-03-01,2024-03-01,Sexta-feira,196820.88999999998
2024-03-02,2024-03-02,Sábado,195708.61
2024-03-03,2024-03-03,Domingo,95320.47
2024-03-04,2024-03-04,Segunda-feira,389752.49
2024-03-05,2024-03-05,Terça-feira,143262.55
2024-03-06,2024-03-06,Quarta-feira,235048.68
2024-03-07,2024-03-07,Quinta-feira,199607.0
2024-03-08,2024-03-08,Sexta-feira,381104.82
2024-03-09,2024-03-09,Sábado,286322.66000000003
2024-03-10,2024-03-10,Domingo,340299.07
2024-03-11,2024-03-11,Segunda-feira,201893.46
2024-03-12,2024-03-12,Terça-feira,126568.94
2024-03-13,2024-03-13,Quarta-feira,160412.91999999998
2024-03-14,2024-03-14,Quinta-feira,290475.12
2024-03-15,2024-03-15,Sexta-feira,197187.18
2024-03-16,2024-03-16,Sábado,177350.22
2024-03-17,2024-03-17,Domingo,160478.22
2024-03-18,2024-03-18,Segunda-feira,241339.41
2024-03-19,2024-03-19,Terça-feira,156312.97999999998
2024-03-20,2024-03-20,Quarta-feira,134123.56
2024-03-21,2024-03-21,Quinta-feira,179218.67
2024-03-22,2024-03-22,Sexta-feira,395672.57
2024-03-23,2024-03-23,Sábado,189048.41999999998
2024-03-24,2024-03-24,Domingo,237458.34
2024-03-25,2024-03-25,Segunda-feira,347947.32
2024-03-26,2024-03-26,Terça-feira,259882.64
2024-03-27,2024-03-27,Quarta-feira,107179.81
2024-03-28,2024-03-28,Quinta-feira,75514.9
2024-03-29,2024-03-29,Sexta-feira,257110.75
2024-03-30,2024-03-30,Sábado,240873.46000000002
2024-03-31,2024-03-31,Domingo,147805.5
2024-04-01,2024-04-01,Segunda-feira,120551.32
2024-04-02,2024-04-02,Terça-feira,194043.29
2024-04-03,2024-04-03,Quarta-feira,209216.99999999997
2024-04-04,2024-04-04,Quinta-feira,151393.26
2024-04-05,2024-04-05,Sexta-feira,100961.45999999999
2024-04-06,2024-04-06,Sábado,299665.51
2024-04-07,2024-04-07,Domingo,196276.53
2024-04-08,2024-04-08,Segunda-feira,297163.12
2024-04-09,2024-04-09,Terça-feira,181324.48
2024-04-10,2024-04-10,Quarta-feira,62861.86
2024-04-11,2024-04-11,Quinta-feira,232403.38
2024-04-12,2024-04-12,Sexta-feira,96743.25
2024-04-13,2024-04-13,Sábado,174416.76
2024-04-14,2024-04-14,Domingo,202711.5
2024-04-15,2024-04-15,Segunda-feira,65389.880000000005
2024-04-16,2024-04-16,Terça-feira,198279.66
2024-04-17,2024-04-17,Quarta-feira,132138.4
2024-04-18,2024-04-18,Quinta-feira,205770.01
2024-04-19,2024-04-19,Sexta-feira,167760.18
2024-04-20,2024-04-20,Sábado,207756.77000000002
2024-04-21,2024-04-21,Domingo,196311.01
2024-04-22,2024-04-22,Segunda-feira,113147.73
2024-04-23,2024-04-23,Terça-feira,95956.2
2024-04-24,2024-04-24,Quarta-feira,89448.70000000001
2024-04-25,2024-04-25,Quinta-feira,77985.33
2024-04-26,2024-04-26,Sexta-feira,112615.83
2024-04-27,2024-04-27,Sábado,100264.4
2024-04-28,2024-04-28,Domingo,154815.14
2024-04-29,2024-04-29,Segunda-feira,244818.47
2024-04-30,2024-04-30,Terça-feira,157013.95
2024-05-01,2024-05-01,Quarta-feira,93076.5
2024-05-02,2024-05-02,Quinta-feira,181393.4
2024-05-03,2024-05-03,Sexta-feira,153032.65
2024-05-04,2024-05-04,Sábado,74723.95999999999
2024-05-05,2024-05-05,Domingo,162046.74
